Subtype	Country	No. Seqs	Mean PWD	k	ADCL
B	CY	83	0.063908364	39	0.033107383
B	CY	83	0.063908364	40	0.032702479
B	CY	83	0.063908364	41	0.032284877
B	CY	83	0.063908364	42	0.031825804
B	CY	83	0.063908364	43	0.031381497
B	CY	83	0.063908364	44	0.030953957
B	CY	83	0.063908364	45	0.030502091
B	CY	83	0.063908364	46	0.030068934
B	CY	83	0.063908364	47	0.029562922
B	DE	36	0.067915074	1	0.050016697
B	DE	36	0.067915074	2	0.048458379
B	DE	36	0.067915074	3	0.047967787
B	DE	36	0.067915074	4	0.047639039
B	DE	36	0.067915074	5	0.047378297
B	DE	36	0.067915074	6	0.047060523
B	DE	36	0.067915074	7	0.046705147
B	DE	36	0.067915074	8	0.046398103
B	DE	36	0.067915074	9	0.045966365
B	DE	36	0.067915074	10	0.04555857
B	DE	36	0.067915074	11	0.045277026
B	DE	36	0.067915074	12	0.044886074
B	DE	36	0.067915074	13	0.044537402
B	DE	36	0.067915074	14	0.044064396
B	DE	36	0.067915074	15	0.043871987
B	DE	36	0.067915074	16	0.043467446
B	DE	36	0.067915074	17	0.042964737
B	DE	36	0.067915074	18	0.042719427
B	DE	36	0.067915074	19	0.042379652
B	DE	36	0.067915074	20	0.041905551
B	DE	36	0.067915074	21	0.041492181
B	DE	36	0.067915074	22	0.041045021
B	DE	36	0.067915074	23	0.040709957
B	DE	36	0.067915074	24	0.040155667
B	DE	36	0.067915074	25	0.039776643
B	DE	36	0.067915074	26	0.039176442
B	DE	36	0.067915074	27	0.03831875
B	DE	36	0.067915074	28	0.037239936
B	DE	36	0.067915074	29	0.035519714
B	DE	36	0.067915074	30	0.033864561
B	DE	36	0.067915074	31	0.031165164
B	DE	36	0.067915074	32	0.028083453
B	DK	17	0.057697439	1	0.049026693
B	DK	17	0.057697439	2	0.047675108
B	DK	17	0.057697439	3	0.046812799
B	DK	17	0.057697439	4	0.045973601
B	DK	17	0.057697439	5	0.045348662
B	DK	17	0.057697439	6	0.044860303
B	DK	17	0.057697439	7	0.044335297
B	DK	17	0.057697439	8	0.043574488
B	DK	17	0.057697439	9	0.04275739
B	DK	17	0.057697439	10	0.041977223
B	DK	17	0.057697439	11	0.04113576
B	DK	17	0.057697439	12	0.041456725
B	DK	17	0.057697439	13	0.039874304
B	DK	17	0.057697439	14	0.038642593
B	DK	17	0.057697439	15	0.036544393
B	DK	17	0.057697439	16	0.031144674
B	DO	4	0.066962488	1	0.065177455
B	DO	4	0.066962488	2	0.062753035
B	DO	4	0.066962488	3	0.061918477
B	ES	58	0.071562019	1	0.057710099
B	ES	58	0.071562019	2	0.055415005
B	ES	58	0.071562019	3	0.054121733
B	ES	58	0.071562019	4	0.053013051
B	ES	58	0.071562019	5	0.051930153
B	ES	58	0.071562019	6	0.050942118
B	ES	58	0.071562019	7	0.049910132
B	ES	58	0.071562019	8	0.048818857
B	ES	58	0.071562019	9	0.047516753
B	ES	58	0.071562019	10	0.046465746
B	ES	58	0.071562019	11	0.046026593
B	ES	58	0.071562019	12	0.045569263
B	ES	58	0.071562019	13	0.045110335
B	ES	58	0.071562019	14	0.044754506
B	ES	58	0.071562019	15	0.044446135
B	ES	58	0.071562019	16	0.04399259
B	ES	58	0.071562019	17	0.043474335
B	ES	58	0.071562019	18	0.043013599
B	ES	58	0.071562019	19	0.042152634
B	ES	58	0.071562019	20	0.041669983
B	ES	58	0.071562019	21	0.041330594
B	ES	58	0.071562019	22	0.040907425
B	ES	58	0.071562019	23	0.040435756
B	ES	58	0.071562019	24	0.040021794
B	ES	58	0.071562019	25	0.039515481
B	ES	58	0.071562019	26	0.039044927
B	ES	58	0.071562019	27	0.038465669
B	ES	58	0.071562019	28	0.037913959
B	ES	58	0.071562019	29	0.037350222
B	ES	58	0.071562019	30	0.036540741
B	ES	58	0.071562019	31	0.035872873
B	ES	58	0.071562019	32	0.035093258
B	ES	58	0.071562019	33	0.034260063
B	ES	58	0.071562019	34	0.033539977
B	ES	58	0.071562019	35	0.032672416
B	ES	58	0.071562019	36	0.031749754
B	ES	58	0.071562019	37	0.030865484
B	ES	58	0.071562019	38	0.02983267
B	FR	13	0.04805338	1	0.032422521
B	FR	13	0.04805338	2	0.030255581
B	FR	13	0.04805338	3	0.028474427
B	GB	10	0.048437929	1	0.040735344
B	GB	10	0.048437929	2	0.03980688
B	GB	10	0.048437929	3	0.03878813
B	GB	10	0.048437929	4	0.038383874
B	GB	10	0.048437929	5	0.038181979
B	GB	10	0.048437929	6	0.037692706
B	GB	10	0.048437929	7	0.037147833
B	GB	10	0.048437929	8	0.036212862
B	GB	10	0.048437929	9	0.035354008
B	GE	3	0.054519243	1	0.053351288
B	GE	3	0.054519243	2	0.052183333
B	HK	3	0.016831938	1	0.015380032
B	HT	5	0.055789539	1	0.051395099
B	HT	5	0.055789539	2	0.049901241
B	HT	5	0.055789539	3	0.047808514
B	HT	5	0.055789539	4	0.044936699
B	JM	8	0.073291187	1	0.066232936
B	JM	8	0.073291187	2	0.063548477
B	JM	8	0.073291187	3	0.061086228
B	JM	8	0.073291187	4	0.058700502
B	JM	8	0.073291187	5	0.056418827
B	JM	8	0.073291187	6	0.053518854
B	JM	8	0.073291187	7	0.052637142
B	JP	389	0.064653254	1	0.047368135
B	JP	389	0.064653254	2	0.038725557
B	JP	389	0.064653254	3	0.03721508
B	JP	389	0.064653254	4	0.03593702
B	JP	389	0.064653254	5	0.034911076
B	JP	389	0.064653254	6	0.034018408
B	JP	389	0.064653254	7	0.03310761
B	JP	389	0.064653254	8	0.032587716
B	JP	389	0.064653254	9	0.031985271
B	JP	389	0.064653254	10	0.031490714
B	JP	389	0.064653254	11	0.030867449
B	JP	389	0.064653254	12	0.03047188
B	JP	389	0.064653254	13	0.030071566
B	JP	389	0.064653254	14	0.029765407
B	KR	112	0.029273432	1	0.020990476
B	MM	3	0.038978435	1	0.036940242
B	MM	3	0.038978435	2	0.03490205
B	NL	3	0.043159723	1	0.038265445
B	NL	3	0.043159723	2	0.033371167
B	PE	13	0.069178286	1	0.064651812
B	PE	13	0.069178286	2	0.060889456
B	PE	13	0.069178286	3	0.059500982
B	PE	13	0.069178286	4	0.057751485
B	PE	13	0.069178286	5	0.056528918
B	PE	13	0.069178286	6	0.055384803
B	PE	13	0.069178286	7	0.054356326
B	PE	13	0.069178286	8	0.05404133
B	PE	13	0.069178286	9	0.053585014
B	PE	13	0.069178286	10	0.053374737
B	PE	13	0.069178286	11	0.052370217
B	PE	13	0.069178286	12	0.051504325
B	PH	3	0.0807466	1	0.056320747
B	PH	3	0.0807466	2	0.031894894
B	PY	3	0.059238239	1	0.058497657
B	PY	3	0.059238239	2	0.057757076
B	RU	7	0.063543967	1	0.056393716
B	RU	7	0.063543967	2	0.051707067
B	RU	7	0.063543967	3	0.048346083
B	RU	7	0.063543967	4	0.044295033
B	RU	7	0.063543967	5	0.040467919
B	RU	7	0.063543967	6	0.034156325
B	SE	8	0.063682589	1	0.052123696
B	SE	8	0.063682589	2	0.050546863
B	SE	8	0.063682589	3	0.048511647
B	SE	8	0.063682589	4	0.045093406
B	SE	8	0.063682589	5	0.039786022
B	SE	8	0.063682589	6	0.031761691
B	SE	8	0.063682589	7	0.030729339
B	TH	32	0.0612091	1	0.043396889
B	TH	32	0.0612091	2	0.040944666
B	TH	32	0.0612091	3	0.038968419
B	TH	32	0.0612091	4	0.037972813
B	TH	32	0.0612091	5	0.03696878
B	TH	32	0.0612091	6	0.035893938
B	TH	32	0.0612091	7	0.034756158
B	TH	32	0.0612091	8	0.033551462
B	TH	32	0.0612091	9	0.032704853
B	TH	32	0.0612091	10	0.031746206
B	TH	32	0.0612091	11	0.030730367
B	TH	32	0.0612091	12	0.029747895
B	TT	5	0.05903997	1	0.046676406
B	TT	5	0.05903997	2	0.040518819
B	TT	5	0.05903997	3	0.031754515
B	TT	5	0.05903997	4	0.008573399
B	UA	3	0.032588163	1	0.025223953
B	US	751	0.057137113	1	0.031269727
B	US	751	0.057137113	2	0.031153982
B	US	751	0.057137113	3	0.031078522
B	US	751	0.057137113	4	0.031006737
B	US	751	0.057137113	5	0.030927769
B	US	751	0.057137113	6	0.030855138
B	US	751	0.057137113	7	0.030787274
B	US	751	0.057137113	8	0.030729254
B	US	751	0.057137113	9	0.030680465
B	US	751	0.057137113	10	0.030552315
B	US	751	0.057137113	11	0.030501627
B	US	751	0.057137113	12	0.03045036
B	US	751	0.057137113	13	0.030406134
B	US	751	0.057137113	14	0.030368227
B	US	751	0.057137113	15	0.030324902
B	US	751	0.057137113	16	0.030289902
B	US	751	0.057137113	17	0.030251614
B	US	751	0.057137113	18	0.030212891
B	US	751	0.057137113	19	0.030167629
B	US	751	0.057137113	20	0.030136128
B	US	751	0.057137113	21	0.030101433
B	US	751	0.057137113	22	0.030066837
B	US	751	0.057137113	23	0.030037354
B	US	751	0.057137113	24	0.030012115
B	US	751	0.057137113	25	0.029978705
B	UY	5	0.059916927	1	0.044729618
B	UY	5	0.059916927	2	0.038818308
B	UY	5	0.059916927	3	0.031006529
B	UY	5	0.059916927	4	0.01392677
B	YE	3	0.058486981	1	0.045543854
B	YE	3	0.058486981	2	0.032600727
B	ZA	6	0.054411696	1	0.044521623
B	ZA	6	0.054411696	2	0.042279913
B	ZA	6	0.054411696	3	0.040956557
B	ZA	6	0.054411696	4	0.038802515
B	ZA	6	0.054411696	5	0.037961733
C	BR	19	0.051114643	1	0.04033553
C	BR	19	0.051114643	2	0.038416594
C	BR	19	0.051114643	3	0.036267043
C	BR	19	0.051114643	4	0.035155689
C	BR	19	0.051114643	5	0.034070626
C	BR	19	0.051114643	6	0.033352699
C	BR	19	0.051114643	7	0.032407193
C	BR	19	0.051114643	8	0.031440865
C	BR	19	0.051114643	9	0.03020214
C	BR	19	0.051114643	10	0.029223195
C	BW	54	0.058464832	1	0.048736163
C	BW	54	0.058464832	2	0.047681259
C	BW	54	0.058464832	3	0.046082223
C	BW	54	0.058464832	4	0.045346761
C	BW	54	0.058464832	5	0.044132643
C	BW	54	0.058464832	6	0.043697074
C	BW	54	0.058464832	7	0.043101302
C	BW	54	0.058464832	8	0.042781537
C	BW	54	0.058464832	9	0.042372139
C	BW	54	0.058464832	10	0.042058075
C	BW	54	0.058464832	11	0.041660684
C	BW	54	0.058464832	12	0.041292713
C	BW	54	0.058464832	13	0.041045106
C	BW	54	0.058464832	14	0.040842144
C	BW	54	0.058464832	15	0.04057328
C	BW	54	0.058464832	16	0.040006907
C	BW	54	0.058464832	17	0.039781133
C	BW	54	0.058464832	18	0.039629205
C	BW	54	0.058464832	19	0.039395895
C	BW	54	0.058464832	20	0.039419987
C	BW	54	0.058464832	21	0.03917772
C	BW	54	0.058464832	22	0.038686074
C	BW	54	0.058464832	23	0.03836417
C	BW	54	0.058464832	24	0.038191452
C	BW	54	0.058464832	25	0.0379098
C	BW	54	0.058464832	26	0.037520361
C	BW	54	0.058464832	27	0.037248309
C	BW	54	0.058464832	28	0.036938942
C	BW	54	0.058464832	29	0.036566236
C	BW	54	0.058464832	30	0.036198403
C	BW	54	0.058464832	31	0.035934556
C	BW	54	0.058464832	32	0.035574804
C	BW	54	0.058464832	33	0.035166231
C	BW	54	0.058464832	34	0.034817298
C	BW	54	0.058464832	35	0.034424583
C	BW	54	0.058464832	36	0.034197998
C	BW	54	0.058464832	37	0.033947204
C	BW	54	0.058464832	38	0.033439893
C	BW	54	0.058464832	39	0.032893057
C	BW	54	0.058464832	40	0.032566125
C	BW	54	0.058464832	41	0.032069446
C	BW	54	0.058464832	42	0.031713544
C	BW	54	0.058464832	43	0.030703733
C	BW	54	0.058464832	44	0.030162831
C	BW	54	0.058464832	45	0.029515908
C	CN	34	0.039039126	1	0.02919774
C	CY	12	0.065819979	1	0.050348943
C	CY	12	0.065819979	2	0.044402281
C	CY	12	0.065819979	3	0.040653781
C	CY	12	0.065819979	4	0.037724294
C	CY	12	0.065819979	5	0.034866708
C	CY	12	0.065819979	6	0.031597905
C	CY	12	0.065819979	7	0.027831907
C	ES	5	0.071372845	1	0.057485795
C	ES	5	0.071372845	2	0.045758738
C	ES	5	0.071372845	3	0.035914578
C	ES	5	0.071372845	4	0.004951293
C	ET	26	0.066191681	1	0.056238792
C	ET	26	0.066191681	2	0.051067989
C	ET	26	0.066191681	3	0.050306574
C	ET	26	0.066191681	4	0.049615655
C	ET	26	0.066191681	5	0.048970947
C	ET	26	0.066191681	6	0.048758502
C	ET	26	0.066191681	7	0.048248045
C	ET	26	0.066191681	8	0.048072218
C	ET	26	0.066191681	9	0.047421917
C	ET	26	0.066191681	10	0.047199744
C	ET	26	0.066191681	11	0.046498303
C	ET	26	0.066191681	12	0.0461278
C	ET	26	0.066191681	13	0.045386337
C	ET	26	0.066191681	14	0.044823688
C	ET	26	0.066191681	15	0.044749658
C	ET	26	0.066191681	16	0.044033081
C	ET	26	0.066191681	17	0.043296335
C	ET	26	0.066191681	18	0.042642284
C	ET	26	0.066191681	19	0.042068775
C	ET	26	0.066191681	20	0.04172302
C	ET	26	0.066191681	21	0.040940576
C	ET	26	0.066191681	22	0.040324781
C	ET	26	0.066191681	23	0.040163535
C	ET	26	0.066191681	24	0.039228459
C	ET	26	0.066191681	25	0.035201388
C	IN	33	0.044253658	1	0.032135221
C	IN	33	0.044253658	2	0.031448739
C	IN	33	0.044253658	3	0.03086789
C	IN	33	0.044253658	4	0.030447482
C	IN	33	0.044253658	5	0.029940562
C	KE	9	0.066229473	1	0.061308872
C	KE	9	0.066229473	2	0.058185337
C	KE	9	0.066229473	3	0.055949138
C	KE	9	0.066229473	4	0.054417095
C	KE	9	0.066229473	5	0.052437353
C	KE	9	0.066229473	6	0.048696141
C	KE	9	0.066229473	7	0.047140604
C	KE	9	0.066229473	8	0.042470613
C	MW	29	0.067576925	1	0.059751391
C	MW	29	0.067576925	2	0.057354424
C	MW	29	0.067576925	3	0.055400775
C	MW	29	0.067576925	4	0.053283882
C	MW	29	0.067576925	5	0.051594706
C	MW	29	0.067576925	6	0.049938314
C	MW	29	0.067576925	7	0.048423931
C	MW	29	0.067576925	8	0.046600518
C	MW	29	0.067576925	9	0.045729376
C	MW	29	0.067576925	10	0.044600767
C	MW	29	0.067576925	11	0.043761343
C	MW	29	0.067576925	12	0.042931782
C	MW	29	0.067576925	13	0.041926496
C	MW	29	0.067576925	14	0.041023044
C	MW	29	0.067576925	15	0.039896918
C	MW	29	0.067576925	16	0.037476599
C	MW	29	0.067576925	17	0.034727169
C	MW	29	0.067576925	18	0.033218083
C	MW	29	0.067576925	19	0.031985932
C	MW	29	0.067576925	20	0.028146389
C	NP	8	0.063179917	1	0.059187257
C	NP	8	0.063179917	2	0.05844893
C	NP	8	0.063179917	3	0.057808877
C	NP	8	0.063179917	4	0.057170108
C	NP	8	0.063179917	5	0.056823394
C	NP	8	0.063179917	6	0.056209294
C	NP	8	0.063179917	7	0.055383215
C	SE	10	0.066762707	1	0.065604078
C	SE	10	0.066762707	2	0.061016878
C	SE	10	0.066762707	3	0.055010203
C	SE	10	0.066762707	4	0.053873318
C	SE	10	0.066762707	5	0.053220251
C	SE	10	0.066762707	6	0.052743618
C	SE	10	0.066762707	7	0.051708604
C	SE	10	0.066762707	8	0.051308432
C	SE	10	0.066762707	9	0.050318053
C	TZ	76	0.06079953	1	0.05190704
C	TZ	76	0.06079953	2	0.049632971
C	TZ	76	0.06079953	3	0.04862567
C	TZ	76	0.06079953	4	0.048041965
C	TZ	76	0.06079953	5	0.047532691
C	TZ	76	0.06079953	6	0.04709954
C	TZ	76	0.06079953	7	0.046545916
C	TZ	76	0.06079953	8	0.045452908
C	TZ	76	0.06079953	9	0.045203012
C	TZ	76	0.06079953	10	0.04483502
C	TZ	76	0.06079953	11	0.044329774
C	TZ	76	0.06079953	12	0.043862687
C	TZ	76	0.06079953	13	0.043622446
C	TZ	76	0.06079953	14	0.043430541
C	TZ	76	0.06079953	15	0.043222051
C	TZ	76	0.06079953	16	0.043029013
C	TZ	76	0.06079953	17	0.042571225
C	TZ	76	0.06079953	18	0.042154739
C	TZ	76	0.06079953	19	0.041681996
C	TZ	76	0.06079953	20	0.041454144
C	TZ	76	0.06079953	21	0.041240397
C	TZ	76	0.06079953	22	0.041099939
C	TZ	76	0.06079953	23	0.04071823
C	TZ	76	0.06079953	24	0.040347322
C	TZ	76	0.06079953	25	0.039947267
C	TZ	76	0.06079953	26	0.039579097
C	TZ	76	0.06079953	27	0.039322525
C	TZ	76	0.06079953	28	0.039220949
C	TZ	76	0.06079953	29	0.039034902
C	TZ	76	0.06079953	30	0.038787814
C	TZ	76	0.06079953	31	0.038354883
C	TZ	76	0.06079953	32	0.038253637
C	TZ	76	0.06079953	33	0.037776747
C	TZ	76	0.06079953	34	0.037590852
C	TZ	76	0.06079953	35	0.03738735
C	TZ	76	0.06079953	36	0.037128257
C	TZ	76	0.06079953	37	0.036833834
C	TZ	76	0.06079953	38	0.03662548
C	TZ	76	0.06079953	39	0.03645388
C	TZ	76	0.06079953	40	0.036148208
C	TZ	76	0.06079953	41	0.035860496
C	TZ	76	0.06079953	42	0.035597982
C	TZ	76	0.06079953	43	0.035274596
C	TZ	76	0.06079953	44	0.034980636
C	TZ	76	0.06079953	45	0.03466482
C	TZ	76	0.06079953	46	0.03436869
C	TZ	76	0.06079953	47	0.034085044
C	TZ	76	0.06079953	48	0.033864647
C	TZ	76	0.06079953	49	0.033480678
C	TZ	76	0.06079953	50	0.033179714
C	TZ	76	0.06079953	51	0.032882629
C	TZ	76	0.06079953	52	0.032344725
C	TZ	76	0.06079953	53	0.031544456
C	TZ	76	0.06079953	54	0.031087586
C	TZ	76	0.06079953	55	0.03061829
C	TZ	76	0.06079953	56	0.030027279
C	TZ	76	0.06079953	57	0.029535045
C	US	5	0.056060564	1	0.053566441
C	US	5	0.056060564	2	0.051133714
C	US	5	0.056060564	3	0.049247772
C	US	5	0.056060564	4	0.048374336
C	ZA	362	0.059286905	1	0.048312045
C	ZA	362	0.059286905	2	0.047461763
C	ZA	362	0.059286905	3	0.047037086
C	ZA	362	0.059286905	4	0.046211792
C	ZA	362	0.059286905	5	0.045692873
C	ZA	362	0.059286905	6	0.045454098
C	ZA	362	0.059286905	7	0.045276
C	ZA	362	0.059286905	8	0.045150235
C	ZA	362	0.059286905	9	0.044899299
C	ZA	362	0.059286905	10	0.044792322
C	ZA	362	0.059286905	11	0.044651031
C	ZA	362	0.059286905	12	0.04457116
C	ZA	362	0.059286905	13	0.044140003
C	ZA	362	0.059286905	14	0.044076604
C	ZA	362	0.059286905	15	0.043841198
C	ZA	362	0.059286905	16	0.043740552
C	ZA	362	0.059286905	17	0.043642363
C	ZA	362	0.059286905	18	0.043576836
C	ZA	362	0.059286905	19	0.043516596
C	ZA	362	0.059286905	20	0.043413866
C	ZA	362	0.059286905	21	0.043347118
C	ZA	362	0.059286905	22	0.043282015
C	ZA	362	0.059286905	23	0.043223982
C	ZA	362	0.059286905	24	0.04316686
C	ZA	362	0.059286905	25	0.043121571
C	ZA	362	0.059286905	26	0.043072588
C	ZA	362	0.059286905	27	0.042954596
C	ZA	362	0.059286905	28	0.04290556
C	ZA	362	0.059286905	29	0.042814578
C	ZA	362	0.059286905	30	0.042756122
C	ZA	362	0.059286905	31	0.042706544
C	ZA	362	0.059286905	32	0.042654787
C	ZA	362	0.059286905	33	0.042581905
C	ZA	362	0.059286905	34	0.042514693
C	ZA	362	0.059286905	35	0.042468377
C	ZA	362	0.059286905	36	0.042430223
C	ZA	362	0.059286905	37	0.042329517
C	ZA	362	0.059286905	38	0.042244081
C	ZA	362	0.059286905	39	0.042200507
C	ZA	362	0.059286905	40	0.042158311
C	ZA	362	0.059286905	41	0.042118809
C	ZA	362	0.059286905	42	0.042072927
C	ZA	362	0.059286905	43	0.042037733
C	ZA	362	0.059286905	44	0.042022149
C	ZA	362	0.059286905	45	0.041986958
C	ZA	362	0.059286905	46	0.041960614
C	ZA	362	0.059286905	47	0.041925022
C	ZA	362	0.059286905	48	0.041890674
C	ZA	362	0.059286905	49	0.041850565
C	ZA	362	0.059286905	50	0.041821288
C	ZA	362	0.059286905	51	0.041785052
C	ZA	362	0.059286905	52	0.041761085
C	ZA	362	0.059286905	53	0.041723881
C	ZA	362	0.059286905	54	0.041684848
C	ZA	362	0.059286905	55	0.041646364
C	ZA	362	0.059286905	56	0.041597568
C	ZA	362	0.059286905	57	0.041551474
C	ZA	362	0.059286905	58	0.041508548
C	ZA	362	0.059286905	59	0.041470308
C	ZA	362	0.059286905	60	0.041437615
C	ZA	362	0.059286905	61	0.041408674
C	ZA	362	0.059286905	62	0.041349929
C	ZA	362	0.059286905	63	0.041320247
C	ZA	362	0.059286905	64	0.041240899
C	ZA	362	0.059286905	65	0.041240823
C	ZA	362	0.059286905	66	0.04121057
C	ZA	362	0.059286905	67	0.041181212
C	ZA	362	0.059286905	68	0.041158022
C	ZA	362	0.059286905	69	0.041120862
C	ZA	362	0.059286905	70	0.041088475
C	ZA	362	0.059286905	71	0.041049895
C	ZA	362	0.059286905	72	0.041025221
C	ZA	362	0.059286905	73	0.040991044
C	ZA	362	0.059286905	74	0.040955401
C	ZA	362	0.059286905	75	0.040923427
C	ZA	362	0.059286905	76	0.040848252
C	ZA	362	0.059286905	77	0.040824504
C	ZA	362	0.059286905	78	0.040790342
C	ZA	362	0.059286905	79	0.040758077
C	ZA	362	0.059286905	80	0.040736091
C	ZA	362	0.059286905	81	0.040666022
C	ZA	362	0.059286905	82	0.040632817
C	ZA	362	0.059286905	83	0.04060749
C	ZA	362	0.059286905	84	0.040568262
C	ZA	362	0.059286905	85	0.040529842
C	ZA	362	0.059286905	86	0.040481563
C	ZA	362	0.059286905	87	0.040482097
C	ZA	362	0.059286905	88	0.040413025
C	ZA	362	0.059286905	89	0.040395288
C	ZA	362	0.059286905	90	0.040368404
C	ZA	362	0.059286905	91	0.040368782
C	ZA	362	0.059286905	92	0.040340508
C	ZA	362	0.059286905	93	0.040296446
C	ZA	362	0.059286905	94	0.040244254
C	ZA	362	0.059286905	95	0.04024196
C	ZA	362	0.059286905	96	0.040230574
C	ZA	362	0.059286905	97	0.040195542
C	ZA	362	0.059286905	98	0.040146921
C	ZA	362	0.059286905	99	0.040060752
C	ZA	362	0.059286905	100	0.040053475
C	ZA	362	0.059286905	101	0.040021743
C	ZA	362	0.059286905	102	0.040008947
C	ZA	362	0.059286905	103	0.039963753
C	ZA	362	0.059286905	104	0.039898538
C	ZA	362	0.059286905	105	0.039891901
C	ZA	362	0.059286905	106	0.039858551
C	ZA	362	0.059286905	107	0.039834889
C	ZA	362	0.059286905	108	0.039804378
C	ZA	362	0.059286905	109	0.039768929
C	ZA	362	0.059286905	110	0.039742225
C	ZA	362	0.059286905	111	0.039714183
C	ZA	362	0.059286905	112	0.039683788
C	ZA	362	0.059286905	113	0.03965062
C	ZA	362	0.059286905	114	0.039583026
C	ZA	362	0.059286905	115	0.039567883
C	ZA	362	0.059286905	116	0.039539102
C	ZA	362	0.059286905	117	0.039508476
C	ZA	362	0.059286905	118	0.039476762
C	ZA	362	0.059286905	119	0.03946357
C	ZA	362	0.059286905	120	0.03940153
C	ZA	362	0.059286905	121	0.03931734
C	ZA	362	0.059286905	122	0.039283913
C	ZA	362	0.059286905	123	0.039256332
C	ZA	362	0.059286905	124	0.039239184
C	ZA	362	0.059286905	125	0.039209453
C	ZA	362	0.059286905	126	0.03917305
C	ZA	362	0.059286905	127	0.039136441
C	ZA	362	0.059286905	128	0.039099981
C	ZA	362	0.059286905	129	0.039058167
C	ZA	362	0.059286905	130	0.039030557
C	ZA	362	0.059286905	131	0.039010422
C	ZA	362	0.059286905	132	0.038998119
C	ZA	362	0.059286905	133	0.03898158
C	ZA	362	0.059286905	134	0.038947407
C	ZA	362	0.059286905	135	0.038921696
C	ZA	362	0.059286905	136	0.038889682
C	ZA	362	0.059286905	137	0.038854245
C	ZA	362	0.059286905	138	0.038814832
C	ZA	362	0.059286905	139	0.038768737
C	ZA	362	0.059286905	140	0.03874015
C	ZA	362	0.059286905	141	0.03873932
C	ZA	362	0.059286905	142	0.038703735
C	ZA	362	0.059286905	143	0.038673532
C	ZA	362	0.059286905	144	0.038643735
C	ZA	362	0.059286905	145	0.038612754
C	ZA	362	0.059286905	146	0.038579466
C	ZA	362	0.059286905	147	0.038522321
C	ZA	362	0.059286905	148	0.038482897
C	ZA	362	0.059286905	149	0.038448974
C	ZA	362	0.059286905	150	0.038424147
C	ZA	362	0.059286905	151	0.038408043
C	ZA	362	0.059286905	152	0.03836007
C	ZA	362	0.059286905	153	0.038331008
C	ZA	362	0.059286905	154	0.038295318
C	ZA	362	0.059286905	155	0.038253475
C	ZA	362	0.059286905	156	0.038230441
C	ZA	362	0.059286905	157	0.038204272
C	ZA	362	0.059286905	158	0.038184597
C	ZA	362	0.059286905	159	0.038148719
C	ZA	362	0.059286905	160	0.038111507
C	ZA	362	0.059286905	161	0.038096338
C	ZA	362	0.059286905	162	0.038077924
C	ZA	362	0.059286905	163	0.038055792
C	ZA	362	0.059286905	164	0.037995221
C	ZA	362	0.059286905	165	0.037963306
C	ZA	362	0.059286905	166	0.037935674
C	ZA	362	0.059286905	167	0.037902666
C	ZA	362	0.059286905	168	0.037878808
C	ZA	362	0.059286905	169	0.037843528
C	ZA	362	0.059286905	170	0.037856355
C	ZA	362	0.059286905	171	0.037822548
C	ZA	362	0.059286905	172	0.037793814
C	ZA	362	0.059286905	173	0.03774732
C	ZA	362	0.059286905	174	0.037748646
C	ZA	362	0.059286905	175	0.037727189
C	ZA	362	0.059286905	176	0.037708635
C	ZA	362	0.059286905	177	0.037690094
C	ZA	362	0.059286905	178	0.037661498
C	ZA	362	0.059286905	179	0.03763494
C	ZA	362	0.059286905	180	0.037621962
C	ZA	362	0.059286905	181	0.037612631
C	ZA	362	0.059286905	182	0.037587
C	ZA	362	0.059286905	183	0.037551023
C	ZA	362	0.059286905	184	0.037523627
C	ZA	362	0.059286905	185	0.037505066
C	ZA	362	0.059286905	186	0.037466399
C	ZA	362	0.059286905	187	0.037425149
C	ZA	362	0.059286905	188	0.037389391
C	ZA	362	0.059286905	189	0.037358217
C	ZA	362	0.059286905	190	0.037330463
C	ZA	362	0.059286905	191	0.03728556
C	ZA	362	0.059286905	192	0.037210626
C	ZA	362	0.059286905	193	0.037171936
C	ZA	362	0.059286905	194	0.037133579
C	ZA	362	0.059286905	195	0.037097109
C	ZA	362	0.059286905	196	0.03701891
C	ZA	362	0.059286905	197	0.03698504
C	ZA	362	0.059286905	198	0.036971111
C	ZA	362	0.059286905	199	0.036928393
C	ZA	362	0.059286905	200	0.036897998
C	ZA	362	0.059286905	201	0.036864142
C	ZA	362	0.059286905	202	0.036814688
C	ZA	362	0.059286905	203	0.036808059
C	ZA	362	0.059286905	204	0.03675327
C	ZA	362	0.059286905	205	0.036732765
C	ZA	362	0.059286905	206	0.036697435
C	ZA	362	0.059286905	207	0.036666197
C	ZA	362	0.059286905	208	0.03662295
C	ZA	362	0.059286905	209	0.036631498
C	ZA	362	0.059286905	210	0.036599623
C	ZA	362	0.059286905	211	0.03667729
C	ZA	362	0.059286905	212	0.036645298
C	ZA	362	0.059286905	213	0.036603139
C	ZA	362	0.059286905	214	0.036573007
C	ZA	362	0.059286905	215	0.036532752
C	ZA	362	0.059286905	216	0.036503553
C	ZA	362	0.059286905	217	0.036519352
C	ZA	362	0.059286905	218	0.036484258
C	ZA	362	0.059286905	219	0.036479953
C	ZA	362	0.059286905	220	0.036449172
C	ZA	362	0.059286905	221	0.036387976
C	ZA	362	0.059286905	222	0.036393963
C	ZA	362	0.059286905	223	0.036331525
C	ZA	362	0.059286905	224	0.036322926
C	ZA	362	0.059286905	225	0.036277143
C	ZA	362	0.059286905	226	0.036233782
